Title,Director,Writer,imdbID,Bechdel Score,dubious,year submitted,decade,Rated,imdbVotes,imdbRating,Genre
Jennifer&#39;s Shadow,"Daniel de la Vega, Pablo Parés","Daniel de la Vega, Pablo Parés, P.J. Pettiette",382761,3,0.0,2014,2000,R,586,4.4,"Horror, Mystery, Thriller"
Stealth,Rob Cohen,W.D. Richter,382992,1,0.0,2013,2000,PG-13,55590,5.1,"Action, Adventure, Sci-Fi"
Miss Congeniality 2: Armed &amp; Fabulous,John Pasquin,"Marc Lawrence, Katie Ford, Caryn Lucas",385307,3,0.0,2010,2000,PG-13,78726,5.1,"Action, Comedy, Crime"
Click,Frank Coraci,"Steve Koren, Mark O'Keefe",389860,3,0.0,2014,2000,PG-13,348424,6.4,"Comedy, Drama, Fantasy"
Wedding Crashers,David Dobkin,"Steve Faber, Bob Fisher",396269,3,0.0,2011,2000,R,369392,7,"Comedy, Romance"
"Spiderwick Chronicles, The",Mark Waters,"Karey Kirkpatrick, David Berenbaum, John Sayles",416236,0,0.0,2019,2000,PG,100474,6.5,"Action, Adventure, Drama"
Doom,Andrzej Bartkowiak,"Dave Callaham, Wesley Strick",419706,1,0.0,2010,2000,R,117301,5.2,"Action, Horror, Sci-Fi"
Gespenster,Christian Petzold,"Harun Farocki, Christian Petzold",419773,3,0.0,2013,2000,Not Rated,1588,6.8,Drama
Pokemon: Jirachi - Wish Maker,"Kunihiko Yuyama, Eric Stuart",Hideki Sonoda,420076,3,1.0,2021,2000,Unrated,4458,5.7,"Animation, Action, Adventure"
Charlie Bartlett,Jon Poll,Gustin Nash,423977,2,1.0,2010,2000,R,66251,6.9,"Comedy, Drama, Romance"
Flushed Away,"David Bowers, Sam Fell","Dick Clement, Ian La Frenais, Christopher Lloyd",424095,0,0.0,2013,2000,PG,135044,6.6,"Animation, Action, Adventure"
"Messengers, The","Danny Pang, Oxide Chun Pang","Mark Wheaton, Todd Farmer",425430,3,0.0,2014,2000,PG-13,40803,5.3,"Drama, Horror, Mystery"
Hollywoodland,Allen Coulter,Paul Bernbaum,427969,2,0.0,2014,2000,R,35571,6.5,"Biography, Crime, Drama"
Stick It,Jessica Bendinger,Jessica Bendinger,430634,3,0.0,2010,2000,PG-13,30033,6.4,"Comedy, Drama, Sport"
"Possession, The",Ole Bornedal,"Juliet Snowden, Stiles White, Leslie Gornstein",431021,3,0.0,2012,2010,PG-13,62424,5.9,"Horror, Mystery, Thriller"
"Queen, The",Stephen Frears,Peter Morgan,436697,3,1.0,2010,2000,PG-13,114711,7.3,"Biography, Drama"
"Assassination of Jesse James by the Coward Robert Ford, The",Andrew Dominik,"Andrew Dominik, Ron Hansen",443680,1,0.0,2018,2000,R,189630,7.5,"Biography, Crime, Drama"
"Reaping, The",Stephen Hopkins,"Carey W. Hayes, Chad Hayes, Brian Rousso",444682,3,0.0,2017,2000,R,44196,5.6,"Horror, Thriller"
Hancock,Peter Berg,"Vy Vincent Ngo, Vince Gilligan",448157,0,0.0,2008,2000,PG-13,501927,6.4,"Action, Comedy, Drama"
Rings,Jonathan Liebesman,"Ehren Kruger, Jonathan Liebesman",449092,1,0.0,2013,2000,Not Rated,2372,6.8,"Short, Horror, Mystery, Thriller"
Passengers,Rodrigo García,Ronnie Christensen,449487,3,0.0,2010,2000,PG-13,38652,5.8,"Mystery, Romance, Thriller"
Inside Man,Spike Lee,Russell Gewirtz,454848,3,1.0,2011,2000,R,389672,7.6,"Crime, Drama, Mystery"
"Leisurely Pedestrians, Open Topped Buses and Hansom Cabs with Trotting Horses",William Friese-Greene,N/A,466876,0,0.0,2021,1880,N/A,471,5.2,"Documentary, Short"
Into Great Silence,Philip Gröning,Philip Gröning,478160,0,0.0,2010,2000,Not Rated,2459,7.3,Documentary
Madagascar escape 2 africa,"Eric Darnell, Tom McGrath","Etan Cohen, Eric Darnell, Tom McGrath",479952,0,0.0,2022,2000,PG,241422,6.6,"Animation, Adventure, Comedy"
Atlas Shrugged: Part I,Paul Johansson,"Brian Patrick O'Toole, John Aglialoro, Ayn Rand",480239,3,0.0,2013,2010,PG-13,14142,5.6,"Drama, Mystery, Sci-Fi"
Because I Said So,Michael Lehmann,"Karen Leigh Hopkins, Jessie Nelson",490084,3,0.0,2013,2000,PG-13,39754,5.6,"Comedy, Romance"
"Welcome Home, Roscoe Jenkins",Malcolm D. Lee,Malcolm D. Lee,494652,3,1.0,2013,2000,PG-13,15432,5.5,"Comedy, Romance"
Itty Bitty Titty Committee,Jamie Babbit,"Jamie Babbit, Tina Mabry, Abigail McCarthy",496328,3,0.0,2010,2000,Not Rated,2996,5.4,"Comedy, Drama, Romance"
Planet 51,"Jorge Blanco, Javier Abad, Marcos Martínez","Joe Stillman, Javier Abad, Jorge Blanco",762125,1,0.0,2010,2000,PG,57604,6,"Animation, Adventure, Comedy"
Eastern Promises,David Cronenberg,Steven Knight,765443,3,0.0,2012,2000,R,255287,7.6,"Crime, Drama, Thriller"
Drive,Nicolas Winding Refn,"Hossein Amini, James Sallis",780504,3,1.0,2011,2010,R,683436,7.8,"Action, Drama"
In Bruges,Martin McDonagh,Martin McDonagh,780536,1,0.0,2008,2000,R,451503,7.9,"Comedy, Crime, Drama"
"Dead Girl, The",Karen Moncrieff,Karen Moncrieff,783238,3,0.0,2010,2000,R,15904,6.6,"Crime, Drama, Mystery"
"Last Full Measure, The",Todd Robinson,Todd Robinson,783640,1,0.0,2020,2010,R,13559,6.8,"Drama, War"
Lars and the real Girl,Craig Gillespie,Nancy Oliver,805564,3,0.0,2011,2000,PG-13,152051,7.3,"Comedy, Drama, Romance"
It&#39;s a Free World...,Ken Loach,Paul Laverty,807054,3,0.0,2017,2000,Not Rated,6198,7,Drama
Shooter,Antoine Fuqua,"Stephen Hunter, Jonathan Lemkin",822854,1,0.0,2010,2000,R,348097,7.1,"Action, Drama, Thriller"
Hotel Transylvania,Genndy Tartakovsky,"Peter Baynham, Robert Smigel, Todd Durham",837562,3,0.0,2012,2010,PG,271886,7,"Animation, Adventure, Comedy"
Farval Falkenberg,Jesper Ganslandt,"Jesper Ganslandt, Fredrik Wenzel",855805,0,0.0,2013,2000,N/A,2862,6.4,Drama
"Thing, The",Matthijs van Heijningen Jr.,"Eric Heisserer, John W. Campbell Jr.",905372,3,0.0,2011,2010,R,142205,6.2,"Horror, Mystery, Sci-Fi"
Que tan lejos,Tania Hermida,Tania Hermida,951297,3,0.0,2018,2000,Not Rated,804,7,Drama
Transmorphers,Leigh Scott,Leigh Scott,960835,3,0.0,2014,2000,PG-13,4412,1.7,"Action, Sci-Fi, Thriller"
"Green Hornet, The",Michel Gondry,"Seth Rogen, Evan Goldberg, George W. Trendle",990407,1,0.0,2011,2010,PG-13,163375,5.8,"Action, Comedy, Crime"
"Descendants, The",Alexander Payne,"Alexander Payne, Nat Faxon, Jim Rash",1033575,3,0.0,2011,2010,R,247542,7.3,"Comedy, Drama"
Howl,"Rob Epstein, Jeffrey Friedman","Rob Epstein, Jeffrey Friedman, Allen Ginsberg",1049402,0,0.0,2011,2010,R,13299,6.6,"Biography, Drama, Romance"
Eagle Eye,D.J. Caruso,"John Glenn, Travis Wright, Hillary Seitz",1059786,1,1.0,2009,2000,PG-13,192833,6.6,"Action, Mystery, Thriller"
One Night in Miami...,Regina King,Kemp Powers,10612922,2,0.0,2021,2020,R,33608,7.1,Drama
Don&#39;t Worry Darling,Olivia Wilde,"Katie Silberman, Carey Van Dyke, Shane Van Dyke",10731256,3,0.0,2022,2020,R,131643,6.3,"Drama, Mystery, Thriller"
Nothing But the Truth,Rod Lurie,Rod Lurie,1073241,3,0.0,2014,2000,R,39408,7.1,"Crime, Drama, Mystery"
God&#39;s Forgotten Town,Juan Carlos Claver,"Daniel García, David Muñoz",1077084,3,0.0,2010,2000,N/A,104,5,"Horror, Thriller"
"A Dark, Dark Man",Adilkhan Yerzhanov,"Roelof Jan Minneboo, Adilkhan Yerzhanov",10867768,1,0.0,2020,2010,N/A,438,6.8,"Crime, Drama"
Titane,Julia Ducournau,"Julia Ducournau, Jacques Akchoti, Simonetta Greggio",10944760,2,0.0,2021,2020,R,52465,6.5,"Drama, Horror, Sci-Fi"
Coco Chanel,Christian Duguay,"James Carrington, Carla Giulia Casalini, Jeffrey Hatcher",1094661,3,0.0,2011,2000,PG,3755,6.8,"Biography, Drama"
"Girlfriend Experience, The",Steven Soderbergh,"David Levien, Brian Koppelman",1103982,3,1.0,2010,2000,R,17052,5.5,Drama
Tron Legacy,Joseph Kosinski,"Edward Kitsis, Adam Horowitz, Brian Klugman",1104001,1,0.0,2010,2010,PG,349584,6.8,"Action, Adventure, Sci-Fi"
Paddington,Paul King,"Paul King, Hamish McColl, Michael Bond",1109624,3,0.0,2014,2010,PG,126913,7.3,"Adventure, Comedy, Family"
Still waiting,Jeff Balis,"Rob McKittrick, Rob McKittrick (characters)",1116186,3,0.0,2010,2000,R,6119,4.9,Comedy
Rain Shadow,N/A,"Jimmy Thomson, Tony Morphett",1116560,2,0.0,2022,2000,N/A,272,7.6,Drama
Morning Glory,Roger Michell,Aline Brosh McKenna,1126618,3,0.0,2010,2010,PG-13,81479,6.5,"Comedy, Drama, Romance"
"Factory, The",Morgan O'Neill,"Morgan O'Neill, Paul Leyden",1132285,3,0.0,2013,2010,R,11662,5.8,"Crime, Mystery, Thriller"
Serious Moonlight,Cheryl Hines,Adrienne Shelly,1133993,2,0.0,2010,2000,R,8756,5.3,"Comedy, Crime, Drama"
Takers,John Luessenhop,"Peter Allen, Gabriel Casseus, John Luessenhop",1135084,1,0.0,2011,2010,PG-13,64970,6.2,"Action, Crime, Drama"
Beastly,Daniel Barnz,"Daniel Barnz, Alex Flinn",1152398,1,0.0,2011,2010,PG-13,79216,5.5,"Drama, Fantasy, Romance"
Wendy and Lucy,Kelly Reichardt,"Jonathan Raymond, Kelly Reichardt",1152850,3,0.0,2010,2000,R,19376,7.1,Drama
Les Parfums,Grégory Magne,Grégory Magne,11748354,3,0.0,2021,2010,N/A,1823,6.6,"Comedy, Drama"
My Bloody Valentine 3D,Patrick Lussier,"Todd Farmer, Zane Smith, John Beaird",1179891,2,1.0,2011,2000,R,59185,5.4,"Horror, Mystery, Thriller"
Prey,Dan Trachtenberg,"Patrick Aison, Dan Trachtenberg, Jim Thomas",11866324,3,0.0,2022,2020,R,216212,7.1,"Action, Adventure, Drama"
Badhaai Do,Harshavardhan Kulkarni,"Suman Adhikary, Akshat Ghildial, Harshavardhan Kulkarni",11934846,3,0.0,2022,2020,N/A,20494,7,"Comedy, Crime, Drama"
"Door, The",István Szabó,"Magda Szabó, István Szabó, Andrea Vészits",1194577,3,0.0,2013,2010,N/A,2383,6.5,Drama
"Milk of Sorrow, The",Claudia Llosa,Claudia Llosa,1206488,3,0.0,2010,2000,N/A,7251,6.7,"Drama, Music"
An Invisible Sign,Marilyn Agrelo,"Pamela Falk, Michael Ellis, Aimee Bender",1212454,3,0.0,2012,2010,PG-13,4336,5.3,"Comedy, Drama, Family"
Heartless,Philip Ridley,Philip Ridley,1220214,1,0.0,2014,2000,N/A,10302,5.9,"Drama, Fantasy, Horror"
Let Me In,Matt Reeves,"Matt Reeves, John Ajvide Lindqvist",1228987,1,0.0,2010,2010,R,125770,7.1,"Drama, Fantasy, Horror"
Robocop,José Padilha,"Joshua Zetumer, Edward Neumeier, Michael Miner",1234721,2,0.0,2014,2010,PG-13,236003,6.1,"Action, Crime, Sci-Fi"
Conviction,Tony Goldwyn,Pamela Gray,1244754,3,0.0,2011,2010,R,45407,7.2,"Biography, Crime, Drama"
This Is the End,"Evan Goldberg, Seth Rogen","Seth Rogen, Evan Goldberg, Jason Stone",1245492,1,0.0,2013,2010,R,427619,6.6,"Comedy, Fantasy"
Blade of the 47 Ronin,Ron Yuan,"John Swetnam, Aimee Garcia, A.J. Mendez",12610794,3,1.0,2023,2020,R,1640,4.7,"Action, Drama, Fantasy"
"Rocky Horror Picture Show: Let&#39;s Do the Time Warp Again, The",Kenny Ortega,"Jim Sharman, Richard O'Brien",1267299,3,1.0,2016,2010,TV-14,7740,4.2,"Comedy, Horror, Musical"
Operation: Endgame,Fouad Mikati,"Sam Levinson, Brian Watanabe",1268987,3,0.0,2020,2010,R,10758,4.9,"Action, Comedy"
Hunter Prey,Sandy Collora,"Nick Damon, Sandy Collora",1270291,0,0.0,2014,2010,N/A,6161,5.8,"Sci-Fi, Thriller"
X-Men: First Class,Matthew Vaughn,"Ashley Miller, Zack Stentz, Jane Goldman",1270798,3,0.0,2011,2010,PG-13,712670,7.7,"Action, Sci-Fi"
My Queen Karo,Dorothée Van Den Berghe,Dorothée Van Den Berghe,1272041,3,0.0,2010,2000,N/A,1041,6.4,"Drama, Romance"
Dead Snow,Tommy Wirkola,"Tommy Wirkola, Stig Frode Henriksen",1278340,2,0.0,2010,2000,Not Rated,69121,6.3,"Comedy, Fantasy, Horror"
"Joneses, The",Derrick Borte,"Randy T. Dinzler, Derrick Borte",1285309,3,0.0,2014,2000,R,41383,6.4,"Comedy, Drama"
Ghostbusters,Paul Feig,"Katie Dippold, Paul Feig, Ivan Reitman",1289401,3,0.0,2016,2010,PG-13,239940,6.8,"Action, Comedy, Fantasy"
Standing Ovation,Stewart Raffill,Stewart Raffill,1303803,3,0.0,2013,2010,PG,834,3,Musical
Despicable Me,"Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio, Sergio Pablos",1323594,3,0.0,2010,2010,PG,569450,7.6,"Animation, Adventure, Comedy"
Fresh,Mimi Cave,Lauryn Kahn,13403046,3,0.0,2022,2020,R,68740,6.7,"Horror, Thriller"
"Adventurer: The Curse of the Midas Box, The",Jonathan Newman,"Christian Taylor, Matthew Huffman, G.P. Taylor",1376213,1,0.0,2014,2010,PG,7082,5.4,"Adventure, Family, Fantasy"
Pete Smalls Is Dead,Alexandre Rockwell,"Brandon Cole, Alexandre Rockwell",1381413,1,0.0,2013,2010,Not Rated,1307,5,"Comedy, Crime"
Men,Alex Garland,Alex Garland,13841850,3,1.0,2022,2020,R,55471,6.1,"Drama, Fantasy, Horror"
Prisoners,Denis Villeneuve,Aaron Guzikowski,1392214,3,0.0,2013,2010,R,772858,8.1,"Crime, Drama, Mystery"
Taken 2,Olivier Megaton,"Luc Besson, Robert Mark Kamen",1397280,2,0.0,2012,2010,PG-13,317647,6.2,"Action, Crime, Thriller"
Hop,Tim Hill,"Cinco Paul, Ken Daurio, Brian Lynch",1411704,2,0.0,2011,2010,PG,36249,5.4,"Adventure, Comedy, Family"
Nanny McPhee and the Big Bang,Susanna White,"Emma Thompson, Christianna Brand",1415283,3,0.0,2011,2010,PG,35709,6.1,"Comedy, Family, Fantasy"
"I, Frankenstein",Stuart Beattie,"Stuart Beattie, Kevin Grevioux, Mary Shelley",1418377,1,0.0,2014,2010,PG-13,83042,5.1,"Action, Fantasy, Sci-Fi"
J&#39;ai tu&eacute; ma m&egrave;re,Xavier Dolan,Xavier Dolan,1424797,2,0.0,2011,2000,Not Rated,30980,7.4,"Drama, Romance"
Jujutsu Kaisen 0,Seong-Hu Park,"Gege Akutami, Hiroshi Seko",14331144,1,0.0,2022,2020,PG-13,29520,7.8,"Animation, Action, Fantasy"
Submarine,Richard Ayoade,"Richard Ayoade, Joe Dunthorne",1440292,1,0.0,2011,2010,R,94852,7.3,"Comedy, Drama, Romance"
This Must Be the Place,Paolo Sorrentino,"Paolo Sorrentino, Umberto Contarello",1440345,1,0.0,2012,2010,R,36519,6.7,"Adventure, Comedy, Drama"
La Rosace Magique,Émile Reynaud,N/A,14495706,0,0.0,2021,1870,N/A,255,5.9,"Short, Animation"
"Help, The",Tate Taylor,"Tate Taylor, Kathryn Stockett",1454029,3,0.0,2011,2010,PG-13,480538,8.1,Drama
"Tomorrow, When the War Began",Stuart Beattie,"John Marsden, Stuart Beattie",1456941,3,0.0,2014,2010,R,31727,6.1,"Action, Adventure, Drama"
Summer Wars,Mamoru Hosoda,"Mamoru Hosoda, Satoko Okudera",1474276,3,0.0,2010,2000,PG,31201,7.4,"Animation, Action, Adventure"
Guillermo del Toro&#39;s Pinocchio,"Guillermo del Toro, Mark Gustafson","Guillermo del Toro, Patrick McHale, Carlo Collodi",1488589,1,1.0,2023,2020,PG,105873,7.6,"Animation, Drama, Family"
Triple Frontier,J.C. Chandor,"Mark Boal, J.C. Chandor",1488606,1,0.0,2019,2010,R,139911,6.5,"Action, Thriller"
Central Intelligence,Rawson Marshall Thurber,"Ike Barinholtz, David Stassen, Rawson Marshall Thurber",1489889,2,0.0,2016,2010,PG-13,205588,6.3,"Action, Comedy, Crime"
Flux Gourmet,Peter Strickland,Peter Strickland,15010292,3,0.0,2022,2020,Not Rated,2808,5.9,"Comedy, Drama, Horror"
A Bag of Hammers,Brian Crano,"Brian Crano, Jake Sandvig",1509787,3,1.0,2011,2010,Not Rated,3089,6.6,"Comedy, Drama"
Meek&#39;s Cutoff,Kelly Reichardt,Jonathan Raymond,1518812,2,0.0,2011,2010,PG,14845,6.5,"Adventure, Drama, Thriller"
Beginners,Mike Mills,Mike Mills,1532503,1,0.0,2011,2010,R,94062,7.2,"Comedy, Drama, Romance"
Snow Flower and the Secret Fan,Wayne Wang,"Angela Workman, Ron Bass, Michael Ray",1541995,3,0.0,2012,2010,PG-13,3951,6.1,"Drama, History"
Restrepo,"Tim Hetherington, Sebastian Junger",N/A,1559549,0,0.0,2011,2010,R,24225,7.4,"Documentary, Biography, History"
"Devil Inside, The",William Brent Bell,"William Brent Bell, Matthew Peterman",1560985,3,0.0,2012,2010,R,36901,4.2,Horror
"Crazy, Stupid, Love.","Glenn Ficarra, John Requa",Dan Fogelman,1570728,3,0.0,2011,2010,PG-13,545242,7.4,"Comedy, Drama, Romance"
Catfish,"Henry Joost, Ariel Schulman",N/A,1584016,0,0.0,2010,2010,PG-13,43492,7.1,"Documentary, Drama, Mystery"
Yu-Gi-Oh! 3D: Bonds Beyond Time,Ken'ichi Takeshita,"Kazuki Takahashi, Shin Yoshida, Masahiro Hikokubo",1587157,1,0.0,2020,2010,TV-Y7,2004,6.3,"Animation, Action, Adventure"
Act of Valor,"Mike McCoy, Scott Waugh",Kurt Johnstad,1591479,0,0.0,2013,2010,R,71045,6.4,"Action, Adventure, Thriller"
Norm of the North,"Trevor Wall, Lisa Ortiz","Malcolm T. Goldman, Steven Altiere, Daniel Altiere",1594972,3,0.0,2016,2010,PG,9832,3.4,"Animation, Adventure, Comedy"
To the Wonder,Terrence Malick,Terrence Malick,1595656,3,0.0,2013,2010,R,29676,5.8,"Drama, Romance"
Albert Nobbs,Rodrigo García,"Gabriella Prekop, John Banville, Glenn Close",1602098,3,1.0,2012,2010,R,25293,6.7,"Drama, Romance"
2 Days in New York,Julie Delpy,"Julie Delpy, Alexia Landeau, Alexandre Nahon",1602472,3,0.0,2013,2010,R,14911,6,"Comedy, Drama, Romance"
Abraham Lincoln: Vampire Hunter,Timur Bekmambetov,Seth Grahame-Smith,1611224,3,1.0,2012,2010,R,159711,5.9,"Action, Fantasy, Horror"
"Foreigner, The",Martin Campbell,"David Marconi, Stephen Leather",1615160,1,0.0,2017,2010,R,120520,7,"Action, Thriller"
Jackie,Pablo Larraín,Noah Oppenheim,1619029,3,0.0,2016,2010,R,82294,6.7,"Biography, Drama"
"Addams Family, The","Greg Tiernan, Conrad Vernon","Matt Lieberman, Erica Rivinoja, Conrad Vernon",1620981,3,0.0,2020,2010,PG,43551,5.8,"Animation, Comedy, Family"
ParaNorman,"Chris Butler, Sam Fell",Chris Butler,1623288,3,0.0,2012,2010,PG,107541,7,"Animation, Adventure, Comedy"
Sangue do Meu Sangue,João Canijo,João Canijo,1625155,3,0.0,2020,2010,Not Rated,2001,7.3,"Drama, Thriller"
Lemonade Mouth,Patricia Riggen,"April Blair, Mark Peter Hughes",1648204,3,0.0,2014,2010,TV-PG,19700,6.9,"Comedy, Drama, Family"
"Impossible, The",J.A. Bayona,"Sergio G. Sánchez, María Belón",1649419,2,1.0,2013,2010,PG-13,235117,7.5,"Adventure, Drama, History"
"Turn Me On, Dammit!",Jannicke Systad Jacobsen,"Jannicke Systad Jacobsen, Olaug Nilssen",1650407,3,0.0,2012,2010,Not Rated,9619,6.3,"Comedy, Romance"
Mozart&#39;s Sister,René Féret,René Féret,1653911,3,0.0,2016,2010,Not Rated,1593,6.4,"Biography, Drama, Music"
My Week with Marilyn,Simon Curtis,"Adrian Hodges, Colin Clark",1655420,3,0.0,2011,2010,R,88845,6.9,"Biography, Drama"
Sasha,Dennis Todorovic,Dennis Todorovic,1667691,1,0.0,2018,2010,Not Rated,1460,6.7,"Comedy, Crime, Drama"
Alger: rue Bab-Azoun,Alexandre Promio,N/A,1672718,0,0.0,2021,1890,N/A,257,5,"Documentary, Short"
We are The Night (Wir sind die Nacht),Dennis Gansel,"Jan Berger, Dennis Gansel",1692504,3,0.0,2014,2010,Not Rated,8719,6.2,"Drama, Fantasy, Horror"
L&#39;art d&#39;aimer,Emmanuel Mouret,Emmanuel Mouret,1700467,3,1.0,2013,2010,N/A,1839,6.1,"Comedy, Romance"
Sausage Party,"Conrad Vernon, Greg Tiernan","Kyle Hunter, Ariel Shaffir, Seth Rogen",1700841,3,0.0,2016,2010,R,204901,6.1,"Animation, Adventure, Comedy"
Feeding Frenzy,"Jay Bauman(co-director), Mike Stoklasa(co-director)","Jay Bauman (story), Rich Evans (story), Mike Stoklasa (screenplay)",1706365,3,0.0,2013,2010,N/A,773,6.6,"Comedy, Horror"
Every Secret Thing,Amy Berg,"Nicole Holofcener, Laura Lippman",1706598,3,0.0,2016,2010,R,8881,6.1,"Crime, Drama, Mystery"
Les Miserables,Tom Hooper,"William Nicholson, Alain Boublil, Claude-Michel Schönberg",1707386,3,0.0,2012,2010,PG-13,340419,7.5,"Drama, Musical, Romance"
October Baby,"Andrew Erwin, Jon Erwin","Jon Erwin, Theresa Preston, Andrew Erwin",1720182,3,0.0,2012,2010,PG-13,7810,6.6,Drama
Friends with Kids,Jennifer Westfeldt,Jennifer Westfeldt,1720616,3,0.0,2012,2010,R,42897,6.1,"Comedy, Drama, Romance"
Killer Joe,William Friedkin,Tracy Letts,1726669,2,0.0,2012,2010,Unrated,81702,6.7,"Crime, Drama, Thriller"
"Lords of Salem, The",Rob Zombie,Rob Zombie,1731697,3,0.0,2013,2010,R,31756,5.2,"Horror, Thriller"
Barely Lethal,Kyle Newman,John D'Arco,1731701,3,0.0,2015,2010,PG-13,22961,5.4,"Action, Comedy, Family"
