Title,Director,Writer,imdbID,Bechdel Score,dubious,year submitted,decade,Rated,imdbVotes,imdbRating,Genre
Original Sin,Michael Cristofer,"Cornell Woolrich, Michael Cristofer",218922,1,0.0,2017,2000,R,58708,6,"Drama, Mystery, Romance"
La fee aux choux,Alice Guy,Alice Guy,223341,0,0.0,2014,1890,N/A,1269,5.4,"Short, Family, Fantasy"
Devdas,Sanjay Leela Bhansali,"Sarat Chandra Chattopadhyay, Prakash Kapadia, Sanjay Leela Bhansali",238936,3,0.0,2015,2000,Not Rated,45051,7.5,"Drama, Musical, Romance"
Ocean&#39;s Eleven,Steven Soderbergh,"George Clayton Johnson, Jack Golden Russell, Harry Brown",240772,1,0.0,2008,2000,PG-13,602844,7.7,"Crime, Thriller"
Dickson Greeting,William K.L. Dickson,N/A,241373,0,0.0,2021,1890,Not Rated,1524,5.3,Short
Men Boxing,"William K.L. Dickson, William Heise",N/A,241715,0,0.0,2021,1890,Not Rated,1046,4.7,"Documentary, Short, Action"
Rat Race,Jerry Zucker,Andy Breckman,250687,3,0.0,2014,2000,PG-13,121093,6.4,"Action, Adventure, Comedy"
House of 1000 Corpses,Rob Zombie,Rob Zombie,251736,3,0.0,2017,2000,R,91513,6,Horror
Picture Claire,Bruce McDonald,Semi Chellas,263215,3,0.0,2014,2000,R,1196,5.5,Thriller
Me Without You,Sandra Goldbacher,"Sandra Goldbacher, Laurence Coriat",263725,3,0.0,2012,2000,R,4765,6.7,Drama
Memento Mori,"Kyu-dong Min, Kim Tae-yong","Jung-Ok In, Kyu-dong Min, Kim Tae-yong",266075,3,0.0,2011,1990,R,3547,6.3,"Horror, Romance, Drama"
Zenon: The Zequel,Manny Coto,"Marilyn Sadler, Roger Bollen, Stu Krieger",271271,3,0.0,2021,2000,TV-G,4154,5.7,"Adventure, Comedy, Family"
Secretary,Steven Shainberg,"Erin Cressida Wilson, Mary Gaitskill, Steven Shainberg",274812,3,0.0,2010,2000,R,96014,6.9,"Comedy, Drama, Romance"
Get a Clue,Maggie Greenwald,Alana Sanko,282521,3,0.0,2020,2000,TV-G,7059,5.1,"Comedy, Crime, Family"
Hundstage,Ulrich Seidl,"Ulrich Seidl, Veronika Franz",290661,3,1.0,2013,2000,R,6470,7,Drama
Home on the Range,"Will Finn, John Sanford","Will Finn, John Sanford, Michael LaBash",299172,3,0.0,2013,2000,PG,25135,5.4,"Animation, Adventure, Comedy"
Jersey Girl,Kevin Smith,Kevin Smith,300051,2,0.0,2014,2000,PG-13,68555,6.2,"Comedy, Drama, Romance"
"Land Before Time VIII: The Big Freeze, The",Charles Grosvenor,John Loy (screenplay),301526,3,0.0,2020,2000,G,2278,5.8,"Animation, Adventure, Family"
A hidember,Géza Bereményi,"Géza Bereményi, Can Togay",310567,1,0.0,2018,2000,N/A,939,4.7,"Drama, History"
Bon voyage,Jean-Paul Rappeneau,"Jean-Paul Rappeneau, Patrick Modiano, Jérôme Tonnerre",310778,3,0.0,2013,2000,PG-13,4998,6.7,"Comedy, Drama, Mystery"
"Cat in the Hat, The",Bo Welch,"Dr. Seuss, Alec Berg, David Mandel",312528,3,0.0,2021,2000,PG,86494,4,"Adventure, Comedy, Family"
La fille de Keltoum,Mehdi Charef,Mehdi Charef,312687,3,0.0,2011,2000,Not Rated,292,7.3,Drama
Love Actually,Richard Curtis,Richard Curtis,314331,3,0.0,2010,2000,R,507053,7.6,"Comedy, Drama, Romance"
My Life Without Me,Isabel Coixet,"Isabel Coixet, Nanci Kincaid",314412,3,0.0,2017,2000,R,25633,7.4,"Drama, Romance"
Underworld,Len Wiseman,"Kevin Grevioux, Len Wiseman, Danny McBride",320691,3,1.0,2008,2000,R,280158,7,"Action, Fantasy, Thriller"
"Last Samurai, The",Edward Zwick,"John Logan, Edward Zwick, Marshall Herskovitz",325710,0,0.0,2010,2000,R,459942,7.8,"Action, Drama"
Thirteen,Catherine Hardwicke,"Catherine Hardwicke, Nikki Reed",328538,3,0.0,2011,2000,R,94846,6.8,Drama
Brother Bear,"Aaron Blaise, Robert Walker","Tab Murphy, Lorne Cameron, David Hoselton",328880,0,0.0,2016,2000,G,119888,6.8,"Animation, Adventure, Comedy"
Hollywood Homicide,Ron Shelton,"Robert Souza, Ron Shelton",329717,1,0.0,2010,2000,PG-13,38757,5.3,"Action, Comedy, Crime"
"Notebook, The",Nick Cassavetes,"Jeremy Leven, Jan Sardi, Nicholas Sparks",332280,3,1.0,2010,2000,PG-13,599889,7.8,"Drama, Romance"
"Legally Blonde 2: Red, White &amp; Blonde",Charles Herman-Wurmfeld,"Amanda Brown, Eve Ahlert, Dennis Drake",333780,3,0.0,2010,2000,PG-13,70939,4.8,Comedy
Lost In Translation,Sofia Coppola,Sofia Coppola,335266,3,1.0,2010,2000,R,475243,7.7,"Comedy, Drama"
Dirty Dancing: Havana Nights,Guy Ferland,"Kate Gunzinger, Peter Sagal, Boaz Yakin",338096,3,0.0,2017,2000,PG-13,29091,5.9,"Drama, Music, Romance"
Iron Jawed Angels,Katja von Garnier,"Jennifer Friedes, Sally Robinson, Eugenia Bostwick-Singer",338139,3,0.0,2009,2000,TV-14,6320,7.4,"Biography, Drama, History"
"Missing, The",Ron Howard,"Thomas Eidson, Ken Kaufman",338188,3,0.0,2010,2000,R,37585,6.5,"Adventure, Drama, Thriller"
Paycheck,John Woo,"Philip K. Dick, Dean Georgaris",338337,2,0.0,2021,2000,PG-13,111822,6.3,"Action, Mystery, Sci-Fi"
Shopgirl,Anand Tucker,Steve Martin,338427,2,0.0,2011,2000,R,24507,6.3,"Drama, Romance"
High Roller: The Stu Ungar Story,A.W. Vidmer,A.W. Vidmer,338467,3,1.0,2014,2000,R,2265,6,"Biography, Drama"
Arthur and the Invisibles,Luc Besson,"Céline Garcia, Luc Besson, Patrice Garcia",344854,0,0.0,2013,2000,PG,39878,6,"Animation, Adventure, Comedy"
"Ballad of Jack and Rose, The",Rebecca Miller,Rebecca Miller,357110,3,0.0,2011,2000,R,12022,6.5,Drama
"Secret Life of Walter Mitty, The",Ben Stiller,"Steve Conrad, James Thurber",359950,3,0.0,2013,2010,PG,330839,7.3,"Adventure, Comedy, Drama"
Palindromes,Todd Solondz,Todd Solondz,362004,1,0.0,2011,2000,Not Rated,12750,6.7,"Comedy, Drama"
"Squid and the Whale, The",Noah Baumbach,Noah Baumbach,367089,2,0.0,2010,2000,R,87868,7.3,"Comedy, Drama"
Possession,"Joel Bergvall, Simon Sandquist","Michael Petroni, Won-mi Byun, Min-ho Song",368563,3,0.0,2014,2000,PG-13,8064,5.4,"Drama, Horror, Mystery"
I&#39;m Not There.,Todd Haynes,"Todd Haynes, Oren Moverman",368794,1,0.0,2016,2000,R,60456,6.8,"Biography, Drama, Music"
Fun with Dick and Jane,Dean Parisot,"Judd Apatow, Nicholas Stoller, Gerald Gaiser",369441,3,0.0,2011,2000,PG-13,151223,6.2,"Comedy, Crime"
Monster-in-Law,Robert Luketic,Anya Kochoff,369735,0,0.0,2015,2000,PG-13,64350,5.5,"Comedy, Romance"
Where the Truth Lies,Atom Egoyan,"Atom Egoyan, Rupert Holmes",373450,3,0.0,2018,2000,Unrated,18592,6.4,"Crime, Mystery, Thriller"
Napoleon Dynamite,Jared Hess,"Jared Hess, Jerusha Hess",374900,1,0.0,2011,2000,PG,231403,7,Comedy
White Noise,Geoffrey Sax,Niall Johnson,375210,1,0.0,2013,2000,PG-13,50213,5.5,"Drama, Horror, Mystery"
Astro Boy,David Bowers,"Osamu Tezuka, David Bowers, Timothy Harris",375568,3,1.0,2010,2000,PG,38934,6.2,"Animation, Action, Adventure"
Tough Luck,Gary Ellis,"Todd King, Bill Boatman",376263,0,0.0,2011,2000,R,1000,6.1,Thriller
Stop Mom Theresa!,Péter Bergendy,"Béla Rigó, Zsuzsanna Rácz",379071,2,0.0,2018,2000,N/A,862,5.4,"Comedy, Romance"
Hide and Seek,John Polson,Ari Schlossberg,382077,3,0.0,2009,2000,R,87855,5.9,"Horror, Mystery"
Beauty Shop,Bille Woodruff,"Elizabeth Hunter, Kate Lanier, Norman Vance Jr.",388500,3,0.0,2013,2000,PG-13,18281,5.6,Comedy
Brick,Rian Johnson,Rian Johnson,393109,1,0.0,2009,2000,R,109010,7.2,"Crime, Drama, Mystery"
"Shaggy Dog, The",Brian Robbins,"Cormac Wibberley, Marianne Wibberley, Geoff Rodkey",393735,2,0.0,2020,2000,PG,19879,4.4,"Comedy, Family, Fantasy"
"New World, The",Terrence Malick,Terrence Malick,402399,3,1.0,2010,2000,PG-13,88747,6.7,"Biography, Drama, History"
A Christmas Carol: The Musical,Arthur Allan Seidelman,"Charles Dickens, Mike Ockrent, Lynn Ahrens",406649,1,0.0,2010,2000,Not Rated,2095,6.2,"Drama, Fantasy, Musical"
Spider-Man 3,Sam Raimi,"Sam Raimi, Ivan Raimi, Alvin Sargent",413300,2,0.0,2014,2000,PG-13,620449,6.3,"Action, Adventure, Sci-Fi"
He Was Cool (Geunomeun meoshiteotda),Hwan-kyung Lee,"Gwiyeoni, Seong Hun Kim, Young-seok Kim",415819,3,0.0,2013,2000,PG-13,1371,6.1,"Comedy, Romance"
Le couperet,Costa-Gavras,"Donald E. Westlake, Costa-Gavras, Jean-Claude Grumberg",422015,3,0.0,2013,2000,Not Rated,8319,7.3,"Comedy, Crime, Drama"
"Muppets&#39; Wizard of Oz, The",Kirk R. Thatcher,"Debra Frank, Steve L. Hayes, Tom Martin",422778,3,0.0,2010,2000,TV-PG,3802,5.1,"Adventure, Comedy, Family"
Balto III: Wings of Change,Phil Weinstein,"Elana Lesser, Cliff Ruby",423849,3,0.0,2023,2000,G,2887,6.2,"Animation, Adventure, Family, Musical"
Candy,Neil Armfield,"Luke Davies, Neil Armfield",424880,3,1.0,2014,2000,R,47203,7.2,"Drama, Romance"
La moustache,Emmanuel Carrère,"Jérôme Beaujour, Emmanuel Carrère",428856,2,0.0,2020,2000,Not Rated,5489,6.6,"Drama, Mystery"
"Good Night, and Good Luck.",George Clooney,"George Clooney, Grant Heslov",433383,1,0.0,2009,2000,PG,100346,7.4,"Biography, Drama, History"
Pokemon the Movie: Destiny Deoxys,"Kunihiko Yuyama, Darren Dunstan","James Carter Cathcart, Kathy Pilon, Hideki Sonoda",435286,1,0.0,2020,2000,Unrated,4280,6,"Animation, Action, Adventure"
Next,Lee Tamahori,"Gary Goldman, Jonathan Hensleigh, Paul Bernbaum",435705,2,0.0,2008,2000,PG-13,163944,6.2,"Action, Sci-Fi, Thriller"
Friends with Money,Nicole Holofcener,Nicole Holofcener,436331,3,0.0,2010,2000,R,31758,5.8,"Comedy, Drama, Romance"
"Host, The",Bong Joon Ho,"Bong Joon Ho, Won-jun Ha, Chul-hyun Baek",468492,3,0.0,2013,2000,R,129236,7.1,"Drama, Horror, Sci-Fi"
Watching the Detectives,Paul Soter,Paul Soter,472205,1,0.0,2011,2000,Not Rated,5960,6.2,"Comedy, Romance"
Smokin&#39; Aces,Joe Carnahan,Joe Carnahan,475394,3,1.0,2010,2000,R,150091,6.6,"Action, Comedy, Crime"
"Covenant, The",Renny Harlin,J.S. Cardone,475944,3,1.0,2015,2000,PG-13,51458,5.2,"Action, Adventure, Fantasy"
Norbit,Brian Robbins,"Eddie Murphy, Charlie Murphy, Jay Scherick",477051,2,0.0,2014,2000,PG-13,77698,4.2,"Comedy, Romance"
Barbie and the Magic of Pegasus,Greg Richardson,"Elana Lesser, Cliff Ruby",480345,3,0.0,2014,2000,TV-Y,3317,6.5,"Animation, Family, Romance"
Tulip Fever,Justin Chadwick,"Deborah Moggach, Tom Stoppard",491203,3,0.0,2017,2010,R,22413,6.2,"Drama, History, Romance"
Hannah Montana,N/A,"Richard Correll, Barry O'Brien, Michael Poryes",493093,1,1.0,2016,2000,TV-G,42636,5.3,"Comedy, Family, Music"
Offside,Jafar Panahi,"Jafar Panahi, Shadmehr Rastin",499537,3,0.0,2010,2000,PG,8472,7.3,"Comedy, Drama, Sport"
&quot;Masters of Horror&quot; Haeckel&#39;s Tale,John McNaughton,"Mick Garris, Clive Barker",643106,0,0.0,2016,2000,TV-MA,2975,6.1,Horror
Love and Other Drugs,Edward Zwick,"Charles Randolph, Edward Zwick, Marshall Herskovitz",758752,2,1.0,2011,2010,R,216124,6.7,"Comedy, Drama, Romance"
Escape from Planet Earth,Cal Brunker,"Bob Barlen, Cal Brunker, Stephen Fry",765446,3,0.0,2013,2010,PG,26513,5.8,"Animation, Adventure, Comedy"
Monmon the Water Spider,Hayao Miyazaki,Hayao Miyazaki,768132,0,0.0,2017,2000,N/A,407,7.6,"Animation, Short, Adventure"
"Last Mimzy, The",Robert Shaye,"Bruce Joel Rubin, Toby Emmerich, James V. Hart",768212,3,0.0,2017,2000,PG,22037,6.2,"Action, Adventure, Drama"
Miles Ahead,Don Cheadle,"Steven Baigelman, Don Cheadle, Stephen J. Rivele",790770,0,0.0,2016,2010,R,10420,6.4,"Biography, Drama, Music"
Epic Movie,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer",799949,3,0.0,2015,2000,PG-13,108398,2.4,"Adventure, Comedy, Fantasy"
Sleep Dealer,Alex Rivera,"Alex Rivera, David Riker",804529,0,0.0,2016,2000,PG-13,6627,6,"Drama, Romance, Sci-Fi"
Carriers,"David Pastor, Àlex Pastor","Àlex Pastor, David Pastor",806203,3,0.0,2013,2000,PG-13,49042,6,"Action, Adventure, Drama"
Ninas Mal,Fernando Sariñana,"Jose Balido, Ignacio Darnaude, Issa López",806940,3,0.0,2010,2000,R,2226,5.3,Comedy
Spring Breakdown,Ryan Shiraki,"Ryan Shiraki, Rachel Dratch",814331,3,0.0,2010,2000,R,4770,4.8,"Comedy, Romance"
Marley &amp; Me,David Frankel,"Scott Frank, Don Roos, John Grogan",822832,2,0.0,2010,2000,PG,164822,7,"Drama, Family"
Dor,Nagesh Kukunoor,"Nagesh Kukunoor, Mir Ali Husain, T.A. Razak",824316,3,0.0,2013,2000,N/A,6184,8,Drama
Arranged,"Diane Crespo, Stefan C. Schaefer","Stefan C. Schaefer, Yuta Silverman",848542,3,0.0,2011,2000,Not Rated,3072,7.3,"Comedy, Drama, Romance"
Salvation,J.A. Steel,J.A. Steel,860528,1,0.0,2012,2000,N/A,129,2.4,"Action, Horror, Sci-Fi"
&quot;Masters of Horror&quot; Right to Die,Rob Schmidt,John Esposito,871197,1,0.0,2016,2000,TV-MA,2101,6.3,Horror
Auf der anderen Seite,Fatih Akin,Fatih Akin,880502,3,0.0,2011,2000,Not Rated,33032,7.7,Drama
"Mist, The",Frank Darabont,"Frank Darabont, Stephen King",884328,3,0.0,2012,2000,R,330714,7.1,"Horror, Sci-Fi, Thriller"
From Prada to Nada,Angel Gracia,"Fina Torres, Luis Alfaro, Craig Fernandez",893412,3,0.0,2014,2010,PG-13,15482,5.5,"Action, Comedy, Drama"
"Loss of a Teardrop Diamond, The",Jodie Markell,Tennessee Williams,896031,3,0.0,2011,2000,PG-13,2792,5.8,"Drama, Romance"
Cleaner,Renny Harlin,Matthew Aldrich,896798,1,0.0,2017,2000,R,44768,6.1,"Crime, Thriller"
Breakfast with Scot,Laurie Lynd,"Michael Downing, Sean Reycraft",910847,1,0.0,2013,2000,PG-13,3223,6.7,"Comedy, Drama, Music"
Broken Embraces,Pedro Almodóvar,Pedro Almodóvar,913425,3,0.0,2011,2000,R,42166,7.2,"Drama, Romance, Thriller"
"King of Kong: A Fistful of Quarters, The",Seth Gordon,Seth Gordon,923752,1,0.0,2013,2000,PG-13,37258,8,"Documentary, Biography, Sport"
Evangelion: 1.0: You Are (Not) Alone,"Masayuki, Kazuya Tsurumaki, Hideaki Anno","Hideaki Anno, Yoshiki Sakurai",923811,3,0.0,2012,2000,PG-13,26516,7.5,"Animation, Action, Drama"
American Pie Presents: Beta House,Andrew Waller,"Erik Lindsay, Adam Herz (characters)",974959,2,0.0,2020,2000,R,62248,5.3,Comedy
Fair Game,Doug Liman,"Jez Butterworth, John-Henry Butterworth, Joseph Wilson",977855,3,0.0,2011,2010,PG-13,50533,6.8,"Biography, Drama, Thriller"
He&#39;s Just Not That Into You,Ken Kwapis,"Abby Kohn, Marc Silverstein, Greg Behrendt",1001508,3,0.0,2012,2000,PG-13,179684,6.4,"Comedy, Drama, Romance"
Gangubai Kathiawadi,Sanjay Leela Bhansali,"Sanjay Leela Bhansali, Abhiruchi Chand, Saurabh H. Dikshit",10083340,3,0.0,2022,2020,TV-MA,59702,7.8,"Biography, Crime, Drama"
A Serious Man,"Ethan Coen, Joel Coen","Joel Coen, Ethan Coen",1019452,2,0.0,2010,2000,R,147433,7,"Comedy, Drama"
Lion&#39;s Den,Pablo Trapero,"Alejandro Fadel, Martín Mauregui, Santiago Mitre",1022606,3,0.0,2012,2000,Not Rated,3259,7,"Crime, Drama"
Jolt,Tanya Wexler,Scott Wascha,10228134,3,1.0,2022,2020,R,34041,5.6,"Action, Comedy, Crime"
Spiral: From the Book of Saw,Darren Lynn Bousman,"Josh Stolberg, Pete Goldfinger",10342730,3,0.0,2021,2020,R,63961,5.2,"Crime, Horror, Mystery"
Suspiria,Luca Guadagnino,"Dario Argento, Daria Nicolodi, David Kajganich",1034415,3,0.0,2018,2010,R,88142,6.7,"Drama, Fantasy, Horror"
Miracle at St. Anna,Spike Lee,James McBride,1046997,2,0.0,2010,2000,R,19021,6.1,"Action, Drama, War"
"Invisible Man, The",Leigh Whannell,"Leigh Whannell, H.G. Wells",1051906,3,0.0,2020,2020,R,244451,7.1,"Drama, Horror, Mystery"
"Imaginarium of Doctor Parnassus, The",Terry Gilliam,"Terry Gilliam, Charles McKeown",1054606,1,0.0,2010,2000,PG-13,152657,6.8,"Adventure, Comedy, Fantasy"
Monte Carlo,Thomas Bezucha,"Thomas Bezucha, April Blair, Maria Maggenti",1067774,3,0.0,2012,2010,PG,47441,5.8,"Adventure, Comedy, Family"
Sweet Girl,Brian Andrew Mendoza,"Gregg Hurwitz, Philip Eisner",10731768,3,0.0,2021,2020,R,34345,5.5,"Action, Drama, Thriller"
"Legend of Hei (Luo Xiao Hei zhan ji), The",Mtjj,"Mtjj, Kexin Peng, Fengxishenlei",10734928,0,0.0,2020,2010,N/A,2107,7.3,"Animation, Action, Adventure"
Twilight,Catherine Hardwicke,"Melissa Rosenberg, Stephenie Meyer",1099212,3,0.0,2009,2000,PG-13,477457,5.3,"Drama, Fantasy, Romance"
Accidents Happen,Andrew Lancaster,Brian Carbee,1119123,3,0.0,2017,2000,R,2778,6,"Comedy, Drama"
What Doesn&#39;t Kill You,Brian Goodman,"Brian Goodman, Paul T. Murray, Donnie Wahlberg",1133991,1,0.0,2011,2000,R,12944,6.5,"Crime, Drama, Thriller"
"Private Lives of Pippa Lee, The",Rebecca Miller,Rebecca Miller,1134629,3,0.0,2010,2000,R,14061,6.3,"Comedy, Drama, Romance"
"Ghost Writer, The",Roman Polanski,"Robert Harris, Roman Polanski",1139328,2,0.0,2010,2010,PG-13,168843,7.2,"Crime, Drama, Mystery"
"House, The","Paloma Baeza, Emma De Swaef, Niki Lindroth von Bahr","Enda Walsh, Emma De Swaef, Marc James Roels",11703050,3,0.0,2022,2020,TV-MA,20915,6.8,"Animation, Comedy, Drama"
Catherine Called Birdy,Lena Dunham,"Lena Dunham, Karen Cushman",11727866,3,0.0,2022,2020,PG-13,7407,6.6,Adventure
Etz Limon,Eran Riklis,"Suha Arraf, Eran Riklis",1172963,3,0.0,2016,2000,Not Rated,6779,7.3,"Drama, War"
TiMER,Jac Schaeffer,Jac Schaeffer,1179794,2,0.0,2011,2000,R,13276,6.5,"Comedy, Drama, Romance"
"Horde, The","Yannick Dahan, Benjamin Rocher","Arnaud Bordas, Yannick Dahan, Stéphane Moïssakis",1183276,0,0.0,2012,2000,Not Rated,16166,5.9,"Action, Horror"
Triangle,Christopher Smith,Christopher Smith,1187064,3,0.0,2014,2000,R,125303,6.9,"Fantasy, Mystery, Sci-Fi"
Black Dynamite,Scott Sanders,"Michael Jai White, Byron Minns, Scott Sanders",1190536,2,0.0,2013,2000,R,50985,7.4,"Action, Comedy"
Rango,Gore Verbinski,"John Logan, Gore Verbinski, James Ward Byrkit",1192628,1,0.0,2011,2010,PG,285085,7.2,"Animation, Action, Adventure"
Hick,Derick Martini,"Andrea Portes, Derick Martini",1205558,3,0.0,2013,2010,R,20596,5.5,"Comedy, Drama"
Moneyball,Bennett Miller,"Steven Zaillian, Aaron Sorkin, Stan Chervin",1210166,1,0.0,2011,2010,PG-13,450290,7.6,"Biography, Drama, Sport"
Bitch Slap,Rick Jacobson,"Rick Jacobson, Eric Gruendemann",1212974,3,0.0,2010,2000,R,14023,4.5,"Action, Comedy, Crime"
Dim Sum Funeral,Anna Chi,Donald Martin,1216477,3,0.0,2010,2000,R,715,5.2,"Comedy, Drama"
Madeo,Bong Joon Ho,"Bong Joon Ho, Eun-kyo Park",1216496,3,0.0,2010,2000,R,69478,7.7,"Crime, Drama, Mystery"
Limitless,Neil Burger,"Leslie Dixon, Alan Glynn",1219289,1,0.0,2011,2010,PG-13,598328,7.4,"Sci-Fi, Thriller"
We Need to Talk About Kevin,Lynne Ramsay,"Lynne Ramsay, Rory Stewart Kinnear, Lionel Shriver",1242460,3,0.0,2011,2010,R,163798,7.5,"Drama, Mystery, Thriller"
Cherrybomb,"Lisa Barros D'Sa, Glenn Leyburn",Daragh Carville,1248971,1,0.0,2017,2000,Not Rated,7468,5.9,"Action, Drama, Romance"
Sex and the city 2,Michael Patrick King,"Michael Patrick King, Candace Bushnell, Darren Star",1261945,3,0.0,2010,2010,R,82899,4.5,"Comedy, Drama, Romance"
Dead Space: Downfall,"Chuck Patton, Curt Geda, Vinton Heuck","Jimmy Palmiotti (screenplay), Justin Gray (screenplay), Glen A. Schofield (story and characters based on \"Dead Space\"), Warren Ellis (story and characters based on \"Dead Space\"), Rick Remender (story and characters based on \"Dead Space\"), Antony Johnston (story and characters based on \"Dead Space\")",1267379,2,0.0,2018,2000,Not Rated,10259,6.3,"Animation, Action, Adventure, Family, Horror, Sci-Fi, Thriller"
Norwegian Wood,Anh Hung Tran,"Haruki Murakami, Anh Hung Tran",1270842,3,0.0,2011,2010,Not Rated,12267,6.3,"Drama, Romance"
Mid-August Lunch,Gianni Di Gregorio,"Gianni Di Gregorio, Simone Riccardini",1277728,3,0.0,2013,2000,Not Rated,4267,6.9,"Comedy, Drama"
"Strangers: Prey At Night, The",Johannes Roberts,"Bryan Bertino, Ben Ketai",1285009,3,0.0,2021,2010,R,33435,5.2,Horror
Mariah Carey&#39;s Magical Christmas Special,"Roman Coppola, Hamish Hamilton",Caroline Fox,13017992,3,0.0,2020,2020,TV-G,1450,5.8,"Adventure, Family, Fantasy"
Defendor,Peter Stebbings,Peter Stebbings,1303828,1,0.0,2010,2000,R,37327,6.7,"Comedy, Crime, Drama"
Kill Your Darlings,John Krokidas,"Austin Bunn, John Krokidas",1311071,1,0.0,2014,2010,R,40364,6.4,"Biography, Drama, Romance"
Wrecked,Michael Greenspan,Christopher Dodd,1316622,0,0.0,2012,2010,R,16723,5.3,"Adventure, Drama, Mystery"
Headhunter,Rumle Hammerich,"Rumle Hammerich, Åke Sandgren",1322315,1,0.0,2012,2000,N/A,2311,6.6,Thriller
Lee Daniels&#39; The Butler,Lee Daniels,"Danny Strong, Wil Haygood",1327773,3,0.0,2013,2010,PG-13,118307,7.2,"Biography, Drama"
"Lost City, The","Aaron Nee, Adam Nee","Oren Uziel, Dana Fox, Adam Nee",13320622,3,0.0,2022,2020,PG-13,141019,6.1,"Action, Adventure, Comedy"
47 Ronin,Carl Rinsch,"Chris Morgan, Hossein Amini, Walter Hamada",1335975,2,0.0,2013,2010,PG-13,167943,6.2,"Action, Drama, Fantasy"
"Police, Adjective",Corneliu Porumboiu,Corneliu Porumboiu,1337051,1,0.0,2010,2000,Not Rated,5268,7,"Crime, Drama"
Das letzte Schweigen,Baran bo Odar,"Baran bo Odar, Jan Costin Wagner",1361835,3,1.0,2016,2010,Not Rated,7876,7,"Crime, Drama, Thriller"
Butter bei die Fische,Lars Jessen,Georg Weber,1362534,3,0.0,2016,2000,N/A,56,6.3,Comedy
Beasts of No Nation,Cary Joji Fukunaga,"Cary Joji Fukunaga, Uzodinma Iweala",1365050,0,0.0,2017,2010,TV-MA,85149,7.7,"Drama, War"
Coriolanus,Ralph Fiennes,"John Logan, William Shakespeare",1372686,2,0.0,2013,2010,R,33134,6.1,"Drama, Thriller, War"
Grown Ups,Dennis Dugan,"Adam Sandler, Fred Wolf",1375670,3,0.0,2010,2010,PG-13,266421,6,Comedy
"Disappearance of Alice Creed, The",J Blakeson,J Blakeson,1379177,0,0.0,2010,2000,R,27314,6.7,"Crime, Thriller"
"Adjustment Bureau, The",George Nolfi,"George Nolfi, Philip K. Dick",1385826,3,1.0,2011,2010,PG-13,265579,7,"Crime, Mystery, Romance"
"She, a Chinese",Xiaolu Guo,Xiaolu Guo,1389374,2,0.0,2010,2000,N/A,619,6,Drama
Mr. Popper&#39;s Penguins,Mark Waters,"Sean Anders, John Morris, Jared Stern",1396218,1,0.0,2011,2010,PG,103227,6,"Comedy, Family, Fantasy"
YellowBrickRoad,"Jesse Holland, Andy Mitton","Jesse Holland, Andy Mitton",1398428,3,0.0,2013,2010,R,6725,4.7,"Horror, Thriller"
Hesher,Spencer Susser,"Spencer Susser, David Michôd, Brian Charles Frank",1403177,1,0.0,2011,2010,R,53644,6.9,"Comedy, Drama"
Ride Along,Tim Story,"Greg Coolidge, Jason Mantzoukas, Phil Hay",1408253,0,0.0,2014,2010,PG-13,120606,6.1,"Action, Comedy, Crime"
Cocaine Bear,Elizabeth Banks,Jimmy Warden,14209916,3,0.0,2023,2020,R,92831,5.9,"Comedy, Thriller"
One Hot Summer,Betty Kaplan,"Nancy De Los Santos-Reza, Carolina Garcia-Aguilera",1422201,2,0.0,2013,2000,TV-14,263,4.2,Comedy
Hansel &amp; Gretel: Witch Hunters,Tommy Wirkola,"Tommy Wirkola, Jacob Grimm, Wilhelm Grimm",1428538,3,0.0,2013,2010,R,213468,6.1,"Action, Fantasy, Horror"
Small Town Murder Songs,Ed Gass-Donnelly,Ed Gass-Donnelly,1429392,3,1.0,2011,2010,R,3008,5.9,"Crime, Drama, Thriller"
Quartet,Dustin Hoffman,Ronald Harwood,1441951,3,0.0,2013,2010,PG-13,20862,6.8,"Comedy, Drama, Music"
A Marine Story,Ned Farr,Ned Farr,1447479,3,0.0,2011,2010,Not Rated,2394,6,"Crime, Drama, Romance"
Alice,N/A,N/A,1461312,3,0.0,2011,2000,Not Rated,9723,7.2,"Adventure, Drama, Fantasy"
Monsters,Gareth Edwards,Gareth Edwards,1470827,0,0.0,2010,2010,R,95572,6.4,"Adventure, Drama, Romance"
Cooking with Stella,Dilip Mehta,"Deepa Mehta, Dilip Mehta",1479676,3,0.0,2010,2000,N/A,321,5.4,"Comedy, Drama"
Underworld: Awakening,"Måns Mårlind, Björn Stein","Len Wiseman, John Hlavin, J. Michael Straczynski",1496025,3,0.0,2012,2010,R,159372,6.3,"Action, Fantasy, Horror"
Natale a Beverly Hills,Neri Parenti,"Alessandro Bencivenni, Paolo Logli, Neri Parenti",1504362,1,0.0,2013,2000,PG,786,3.6,Comedy
Le Havre,Aki Kaurismäki,Aki Kaurismäki,1508675,3,1.0,2011,2010,Not Rated,22658,7.2,"Comedy, Drama"
Los ojos de Julia (Julia&#39;s Eyes),Guillem Morales,"Guillem Morales, Oriol Paulo",1512685,3,0.0,2013,2010,Not Rated,36841,6.7,"Horror, Mystery, Thriller"
Twelve Thirty,Jeff Lipsky,Jeff Lipsky,1520453,3,0.0,2014,2010,Unrated,265,4.7,Drama
